Batch_ID,Product_ID,Manufacture_Date,Label_Expiry_Date,Delivered_Date,Lead_Time_Days,Country,Shipment_Mode,Manufacturing_Site,Quantity,Weight_kg,Freight_Cost_USD
BATCH-00742,ARV-001,2025-12-14,2027-12-14,2026-02-10,17,Cameroon,Air,"Strides, Bangalore, India.",25945,1638.0,18141.62
BATCH-00743,ARV-008,2026-01-23,2028-01-23,2026-03-08,15,Vietnam,Air,Hetero Unit III Hyderabad IN,1436,2832.0,7474.2
BATCH-00744,HRDT-001,2025-11-23,2027-11-23,2025-12-13,9,Mali,Air,"Alere Medical Co., Ltd.",184,84.0,3252.26
BATCH-00745,ARV-016,2025-10-10,2027-10-10,2025-12-19,26,Zambia,Truck,Hetero Unit III Hyderabad IN,2573,207.0,1900.0
BATCH-00746,ARV-003,2025-06-03,2027-06-03,2025-08-03,11,Côte d'Ivoire,Air,"Aurobindo Unit III, India",80010,9402.0,33266.37
BATCH-00747,ARV-005,2026-03-24,2028-03-23,2026-05-07,8,Nigeria,Air Charter,ABBVIE Ludwigshafen Germany,70000,15198.0,26180.0
BATCH-00748,ARV-004,2025-03-26,2027-03-26,2025-04-19,10,Nigeria,Air,"Aurobindo Unit III, India",14277,2033.0,15307.62
BATCH-00749,ARV-003,2025-04-23,2027-04-23,2025-05-16,10,Côte d'Ivoire,Air,"Aurobindo Unit III, India",10000,1456.0,5048.32
BATCH-00750,ARV-001,2025-08-22,2027-08-22,2025-09-23,4,Nigeria,Air Charter,Mylan (formerly Matrix) Nashik,87744,7194.0,12601.07
BATCH-00751,ARV-012,2025-08-21,2027-08-21,2025-10-13,21,Vietnam,Air,Hetero Unit III Hyderabad IN,22925,3723.0,19056.13
BATCH-00752,ARV-008,2026-02-20,2028-02-20,2026-04-06,10,Tanzania,Truck,Mylan (formerly Matrix) Nashik,2469,230.0,1163.2
BATCH-00753,ARV-004,2026-03-16,2028-03-15,2026-04-12,9,Côte d'Ivoire,Truck,"Aurobindo Unit III, India",55995,4899.0,19497.24
BATCH-00754,ARV-002,2025-07-30,2027-07-30,2025-09-29,29,Zambia,Truck,Hetero Unit III Hyderabad IN,31043,1785.0,7962.25
BATCH-00755,ARV-008,2025-12-22,2027-12-22,2026-02-01,20,Tanzania,Truck,"Aurobindo Unit III, India",13370,1337.0,10540.22
BATCH-00756,ARV-015,2025-06-11,2027-06-11,2025-08-04,12,Uganda,Air,Mylan (formerly Matrix) Nashik,1500,109.0,2288.29
BATCH-00757,ARV-002,2025-08-17,2027-08-17,2025-10-21,17,Haiti,Air,"Aurobindo Unit III, India",2848,1066.0,10794.84
BATCH-00758,ARV-007,2025-07-11,2027-07-11,2025-08-31,11,South Africa,Air,"Aurobindo Unit III, India",75048,4023.0,3315.23
BATCH-00759,HRDT-001,2025-12-15,2027-12-15,2025-12-27,7,Nigeria,Air,"Alere Medical Co., Ltd.",2744,1235.0,25577.2
BATCH-00760,ARV-005,2025-10-28,2027-10-28,2026-01-12,17,Uganda,Air,ABBVIE Ludwigshafen Germany,2880,335.0,3446.07
BATCH-00761,ARV-014,2025-08-31,2027-08-31,2025-09-13,7,Dominican Republic,Air,"Aurobindo Unit III, India",5100,319.0,3026.24
BATCH-00762,ARV-005,2025-11-03,2027-11-03,2026-01-15,14,Zambia,Air,ABBVIE (Abbott) Logis. UK,760,757.0,10365.14
BATCH-00763,ARV-003,2025-08-09,2027-08-09,2025-09-05,21,Uganda,Air,"Aurobindo Unit III, India",4176,567.0,2768.96
BATCH-00764,ARV-007,2025-06-04,2027-06-04,2025-07-27,20,Ethiopia,Air,"Aurobindo Unit III, India",5000,276.0,2211.22
BATCH-00765,ARV-011,2025-10-26,2027-10-26,2025-11-16,11,Vietnam,Air,Mylan (formerly Matrix) Nashik,5451,1675.0,3401.49
BATCH-00766,ARV-012,2025-05-18,2027-05-18,2025-06-22,25,Mozambique,Truck,"Strides, Bangalore, India.",17000,4374.0,1799.88
BATCH-00767,ARV-005,2024-12-31,2026-12-31,2025-02-26,15,Vietnam,Air,ABBVIE Ludwigshafen Germany,500,117.0,1767.38
BATCH-00768,ARV-001,2025-11-21,2027-11-21,2026-01-12,7,Nigeria,Air Charter,"Strides, Bangalore, India.",80000,4847.0,14547.55
BATCH-00769,ARV-017,2025-11-16,2027-11-16,2025-12-07,10,Zambia,Truck,Mylan (formerly Matrix) Nashik,60000,6801.0,7317.47
BATCH-00770,ARV-015,2025-04-05,2027-04-05,2025-06-08,6,Nigeria,Air Charter,"Aspen-OSD, Port Elizabeth, SA",24269,2094.0,7329.83
BATCH-00771,ARV-001,2025-08-12,2027-08-12,2025-09-19,16,Haiti,Air,"MSD, Haarlem, NL",525,159.0,290.0
BATCH-00772,ARV-004,2025-04-24,2027-04-24,2025-06-06,21,Uganda,Air,Mylan (formerly Matrix) Nashik,3574,14.0,1375.36
BATCH-00773,ARV-003,2025-05-17,2027-05-17,2025-06-12,5,Vietnam,Air,"Aurobindo Unit III, India",3500,1804.0,6341.88
BATCH-00774,ARV-009,2025-07-08,2027-07-08,2025-09-26,50,South Africa,Ocean,"Cipla, Goa, India",150000,10156.0,13731.6
BATCH-00775,ARV-004,2026-02-16,2028-02-16,2026-03-29,27,Côte d'Ivoire,Truck,"Cipla, Goa, India",697,47.0,270.74
BATCH-00776,ARV-003,2026-02-08,2028-02-08,2026-04-06,29,Mozambique,Truck,Mylan (formerly Matrix) Nashik,74930,9100.0,6507.33
BATCH-00777,ARV-010,2026-03-23,2028-03-22,2026-04-25,17,Uganda,Truck,"Cipla, Kurkumbh, India",19086,2389.0,10011.25
BATCH-00778,ARV-001,2025-06-11,2027-06-11,2025-06-25,7,Uganda,Air,"Aurobindo Unit III, India",3740,322.0,3054.1
BATCH-00779,HRDT-013,2025-02-01,2027-02-01,2025-03-07,9,Côte d'Ivoire,Air,"Standard Diagnostics, Korea",2000,750.0,7961.7
BATCH-00780,ARV-005,2025-11-27,2027-11-27,2026-02-03,27,Zimbabwe,Truck,Mylan (formerly Matrix) Nashik,8599,2293.0,4529.67
BATCH-00781,ARV-005,2025-03-25,2027-03-25,2025-05-29,19,Haiti,Air,ABBVIE Ludwigshafen Germany,14,7.0,810.36
BATCH-00782,HRDT-005,2025-03-10,2027-03-10,2025-04-18,15,Tanzania,Air,"Standard Diagnostics, Korea",10000,3110.0,22663.18
BATCH-00783,HRDT-014,2025-10-16,2027-10-16,2025-11-14,7,Namibia,Air,Chembio Diagnostics Sys. Inc.,50,36.0,481.63
BATCH-00784,ARV-001,2025-07-02,2027-07-02,2025-08-26,7,Vietnam,Air,Mylan (formerly Matrix) Nashik,48235,3919.0,11372.45
BATCH-00785,HRDT-017,2025-03-13,2027-03-13,2025-05-07,13,Botswana,Air,"Orasure Technologies, Inc USA",10,7.0,526.05
BATCH-00786,ARV-002,2026-01-09,2028-01-09,2026-03-15,15,Vietnam,Air,"Aurobindo Unit III, India",6600,657.0,1192.25
BATCH-00787,ARV-008,2026-02-03,2028-02-03,2026-04-05,7,Tanzania,Truck,Mylan (formerly Matrix) Nashik,24876,2345.0,2456.74
BATCH-00788,HRDT-003,2025-05-29,2027-05-29,2025-08-03,16,Namibia,Air,Inverness Japan,170,40.0,2883.51
BATCH-00789,ARV-001,2025-01-22,2027-01-22,2025-04-02,14,Namibia,Air,"Aurobindo Unit III, India",2100,181.0,690.39
BATCH-00790,ARV-014,2026-01-15,2028-01-15,2026-02-16,5,Zimbabwe,Air,Bristol-Myers Squibb Anagni IT,372,95.0,2265.88
BATCH-00791,ARV-005,2025-03-16,2027-03-16,2025-04-17,6,Vietnam,Air,ABBVIE Ludwigshafen Germany,1520,385.0,4393.32
BATCH-00792,ARV-010,2026-03-10,2028-03-09,2026-04-18,17,Rwanda,Truck,Hetero Unit III Hyderabad IN,73467,17317.0,26620.36
BATCH-00793,HRDT-004,2025-02-25,2027-02-25,2025-03-31,17,Nigeria,Air,Chembio Diagnostics Sys. Inc.,8153,2707.0,13535.55
BATCH-00794,ARV-002,2025-12-06,2027-12-06,2026-02-16,26,Côte d'Ivoire,Truck,"Aurobindo Unit III, India",2000,736.0,4747.87
BATCH-00795,ARV-001,2025-10-02,2027-10-02,2025-11-22,7,Nigeria,Air Charter,"Aurobindo Unit III, India",2067,307.0,17090.0
BATCH-00796,ARV-002,2026-01-11,2028-01-11,2026-04-05,35,Haiti,Ocean,"Aurobindo Unit III, India",1295,536.0,1893.24
BATCH-00797,HRDT-001,2025-12-30,2027-12-30,2026-02-03,21,Nigeria,Air,"Alere Medical Co., Ltd.",3067,1228.0,13325.65
BATCH-00798,ARV-016,2025-12-05,2027-12-05,2026-01-18,12,Haiti,Air,Hetero Unit III Hyderabad IN,336,37.0,1845.9
BATCH-00799,HRDT-004,2026-02-24,2028-02-24,2026-03-23,10,Ethiopia,Air,Chembio Diagnostics Sys. Inc.,679,195.0,2211.04
BATCH-00800,ARV-002,2025-10-20,2027-10-20,2025-12-30,17,Zimbabwe,Truck,"Aurobindo Unit III, India",62500,23176.0,17308.69
BATCH-00801,ARV-013,2025-06-15,2027-06-15,2025-07-09,5,Mozambique,Air,"Aurobindo Unit III, India",735,47.0,955.36
BATCH-00802,ARV-002,2025-07-20,2027-07-20,2025-08-11,10,Vietnam,Air,"Strides, Bangalore, India.",4065,497.0,6269.65
BATCH-00803,ARV-006,2026-01-20,2028-01-20,2026-03-16,19,Rwanda,Truck,"Aurobindo Unit III, India",507,185.0,2342.16
BATCH-00804,HRDT-002,2025-09-21,2027-09-21,2025-12-03,20,Zambia,Air,"Trinity Biotech, Plc",7280,2391.0,25818.23
BATCH-00805,ARV-006,2025-01-15,2027-01-15,2025-03-28,17,Mozambique,Air,"Ranbaxy, Paonta Shahib, India",2106,113.0,919.2
BATCH-00806,ARV-003,2026-02-05,2028-02-05,2026-02-25,10,Nigeria,Air Charter,Mylan (formerly Matrix) Nashik,255001,60779.0,30936.1
BATCH-00807,ARV-017,2025-07-27,2027-07-27,2025-08-26,8,Nigeria,Air Charter,Mylan (formerly Matrix) Nashik,1000,101.0,20264.93
BATCH-00808,ARV-010,2026-02-25,2028-02-25,2026-03-16,6,Zimbabwe,Air,"Aurobindo Unit VII, IN",32760,3155.0,25316.94
BATCH-00809,HRDT-001,2025-06-14,2027-06-14,2025-07-16,11,Kenya,Air,Inverness Japan,7110,1224.0,11847.25
BATCH-00810,ARV-014,2025-07-27,2027-07-27,2025-09-20,21,Rwanda,Air,"Aurobindo Unit III, India",595,87.0,255.0
BATCH-00811,ARV-022,2025-10-26,2027-10-26,2025-11-20,5,Uganda,Air,"MSD, Haarlem, NL",189,19.0,710.0
BATCH-00812,ARV-002,2025-09-07,2027-09-07,2025-10-04,19,Ghana,Air,"Strides, Bangalore, India.",38040,2269.0,226.25
BATCH-00813,ARV-001,2025-06-18,2027-06-18,2025-09-08,49,South Africa,Ocean,"Aurobindo Unit III, India",32083,2808.0,630.5
BATCH-00814,ARV-012,2025-05-21,2027-05-21,2025-06-06,9,Uganda,Air,"Strides, Bangalore, India.",3895,289.0,2798.7
BATCH-00815,ARV-011,2026-04-05,2028-04-04,2026-05-02,10,Nigeria,Air Charter,Hetero Unit III Hyderabad IN,68072,8799.0,15880.0
BATCH-00816,HRDT-012,2025-05-19,2027-05-19,2025-06-12,19,Côte d'Ivoire,Air,Bio-Rad Laboratories,1000,1073.0,8114.11
BATCH-00817,ARV-004,2025-11-17,2027-11-17,2025-12-01,5,Côte d'Ivoire,Air,"Aurobindo Unit III, India",45000,4050.0,11592.26
BATCH-00818,ARV-008,2025-09-02,2027-09-02,2025-10-06,6,Côte d'Ivoire,Air,"Aurobindo Unit III, India",576,212.0,1771.26
BATCH-00819,HRDT-004,2025-09-05,2027-09-05,2025-11-11,16,Ethiopia,Air,Chembio Diagnostics Sys. Inc.,44,15.0,529.4
BATCH-00820,ARV-003,2026-02-23,2028-02-23,2026-05-11,30,Côte d'Ivoire,Truck,"Strides, Bangalore, India.",145000,16614.0,24788.37
BATCH-00821,ARV-001,2025-07-09,2027-07-09,2025-07-24,5,Uganda,Air,Mylan (formerly Matrix) Nashik,2000,563.0,1524.56
BATCH-00822,HRDT-001,2026-02-03,2028-02-03,2026-02-25,16,Mozambique,Air,"Alere Medical Co., Ltd.",9575,3890.0,29244.02
BATCH-00823,ARV-007,2025-08-19,2027-08-19,2025-10-10,29,South Africa,Ocean,"Aurobindo Unit III, India",33207,1720.0,3787.71
BATCH-00824,ARV-019,2025-10-16,2027-10-16,2025-12-11,16,Vietnam,Air,ABBVIE Ludwigshafen Germany,174,21.0,583.66
BATCH-00825,HRDT-005,2025-05-28,2027-05-28,2025-07-28,15,Sudan,Air,"Standard Diagnostics, Korea",60,353.0,3843.25
BATCH-00826,ARV-002,2025-08-08,2027-08-08,2025-10-06,9,Mozambique,Truck,Hetero Unit III Hyderabad IN,2800,161.0,5491.01
BATCH-00827,ARV-011,2026-02-04,2028-02-04,2026-03-08,9,Nigeria,Air Charter,Hetero Unit III Hyderabad IN,40409,5977.0,29674.92
BATCH-00828,ARV-005,2025-09-30,2027-09-30,2025-11-03,20,Rwanda,Air,ABBVIE Ludwigshafen Germany,1305,150.0,2682.48
BATCH-00829,ARV-006,2025-05-10,2027-05-10,2025-06-04,19,Uganda,Air,"Aurobindo Unit III, India",90,5.0,537.32
BATCH-00830,ARV-005,2026-02-11,2028-02-11,2026-03-01,5,Tanzania,Air,ABBVIE Ludwigshafen Germany,1742,208.0,2336.46
BATCH-00831,ARV-003,2025-03-04,2027-03-04,2025-03-21,9,Nigeria,Air,"Aurobindo Unit III, India",4836,531.0,3228.0
BATCH-00832,ARV-016,2025-06-13,2027-06-13,2025-08-16,12,Zambia,Truck,"Cipla, Goa, India",9100,693.0,2997.97
BATCH-00833,ARV-015,2025-03-07,2027-03-07,2025-04-07,12,Nigeria,Air,"Aspen-OSD, Port Elizabeth, SA",3359,300.0,2204.0
BATCH-00834,ARV-010,2025-11-01,2027-11-01,2025-12-31,10,Zimbabwe,Truck,Hetero Unit III Hyderabad IN,221799,58270.0,47389.63
BATCH-00835,ARV-013,2025-03-29,2027-03-29,2025-05-22,19,Côte d'Ivoire,Air,"Aurobindo Unit III, India",1200,115.0,1297.57
BATCH-00836,ARV-002,2026-01-09,2028-01-09,2026-03-09,25,Côte d'Ivoire,Truck,"Aurobindo Unit III, India",4000,750.0,3138.81
BATCH-00837,ARV-001,2025-10-17,2027-10-17,2025-12-04,18,Vietnam,Air,"Aurobindo Unit III, India",3000,436.0,1238.16
BATCH-00838,ARV-014,2025-03-09,2027-03-09,2025-05-06,8,Vietnam,Air,"BMS Meymac, France",240,52.0,1516.05
BATCH-00839,ARV-003,2026-02-26,2028-02-26,2026-03-10,5,Mozambique,Air,Hetero Unit III Hyderabad IN,24816,3392.0,16835.52
BATCH-00840,ARV-004,2025-07-31,2027-07-31,2025-08-30,20,Vietnam,Air,"Aurobindo Unit III, India",20000,1951.0,13083.7
BATCH-00841,HRDT-004,2025-01-26,2027-01-26,2025-03-04,9,Guyana,Air,Chembio Diagnostics Sys. Inc.,120,35.0,379.62
BATCH-00842,ARV-012,2025-11-27,2027-11-27,2026-01-14,22,Tanzania,Truck,"Cipla, Goa, India",12917,2461.0,3592.8
BATCH-00843,ARV-001,2025-12-19,2027-12-19,2026-02-12,20,Uganda,Air,"Cipla, Goa, India",50000,5593.0,19759.68
BATCH-00844,HRDT-001,2025-06-14,2027-06-14,2025-08-03,5,Nigeria,Air,Inverness Japan,2334,1130.0,21654.06
BATCH-00845,ARV-001,2025-02-28,2027-02-28,2025-04-13,7,Zambia,Truck,Mylan (formerly Matrix) Nashik,50000,3422.0,5936.99
BATCH-00846,ARV-006,2025-10-18,2027-10-18,2025-11-11,5,"Congo, DRC",Air,Hetero Unit III Hyderabad IN,220,12.0,91.43
BATCH-00847,ARV-006,2025-09-12,2027-09-12,2025-10-12,7,Côte d'Ivoire,Air,Hetero Unit III Hyderabad IN,17820,955.0,12606.03
BATCH-00848,ARV-005,2025-08-16,2027-08-16,2025-10-06,5,Guyana,Air,ABBVIE Ludwigshafen Germany,1324,334.0,2171.57
BATCH-00849,ARV-005,2025-12-03,2027-12-03,2026-01-06,18,Haiti,Air,ABBVIE Ludwigshafen Germany,936,128.0,1637.86
BATCH-00850,ARV-006,2025-08-20,2027-08-20,2025-10-12,21,Mozambique,Truck,Hetero Unit III Hyderabad IN,3357,181.0,315.51
BATCH-00851,ARV-007,2025-01-11,2027-01-11,2025-03-07,21,Vietnam,Air,"Ranbaxy, Paonta Shahib, India",100,6.0,2794.34
BATCH-00852,HRDT-003,2025-02-15,2027-02-15,2025-04-20,18,Haiti,Air,Inverness Japan,2059,470.0,3684.28
BATCH-00853,HRDT-003,2025-01-29,2027-01-29,2025-04-04,21,Côte d'Ivoire,Air,Inverness Japan,1116,255.0,5303.05
BATCH-00854,HRDT-001,2026-03-11,2028-03-10,2026-04-19,9,Nigeria,Air,"Alere Medical Co., Ltd.",6110,2474.0,31305.04
BATCH-00855,ARV-015,2026-01-22,2028-01-22,2026-02-26,13,Tanzania,Truck,"Aurobindo Unit III, India",40000,7393.0,7083.18
BATCH-00856,ARV-014,2025-08-11,2027-08-11,2025-09-24,19,Ethiopia,Air,"Aurobindo Unit III, India",6872,577.0,2143.5
BATCH-00857,ARV-001,2025-03-22,2027-03-22,2025-04-30,12,Zambia,Truck,Mylan (formerly Matrix) Nashik,50000,3817.0,4579.42
BATCH-00858,HRDT-001,2024-12-23,2026-12-23,2025-01-14,5,Zambia,Air,ABBVIE GmbH & Co.KG Wiesbaden,2500,857354.0,5157.65
BATCH-00859,ARV-005,2026-01-06,2028-01-06,2026-03-02,16,Côte d'Ivoire,Air,ABBVIE Ludwigshafen Germany,5900,701.0,7008.1
BATCH-00860,ARV-001,2025-07-13,2027-07-13,2025-08-16,18,South Africa,Air,"Aurobindo Unit III, India",11510,993.0,4263.07
BATCH-00861,ARV-002,2025-10-20,2027-10-20,2025-12-20,21,Nigeria,Air,"Strides, Bangalore, India.",16870,7973.0,51090.0
BATCH-00862,ARV-003,2025-10-21,2027-10-21,2026-01-04,29,Uganda,Truck,"Cipla, Goa, India",42717,5732.0,25118.88
BATCH-00863,ARV-011,2025-12-04,2027-12-04,2026-02-06,7,Vietnam,Air,Mylan (formerly Matrix) Nashik,14500,1640.0,2503.07
BATCH-00864,ARV-004,2026-01-06,2028-01-06,2026-02-04,18,Cameroon,Air,"Cipla, Goa, India",59,23.0,1067.02
BATCH-00865,ARV-003,2025-09-21,2027-09-21,2025-11-17,11,Nigeria,Air Charter,Mylan (formerly Matrix) Nashik,326131,46522.0,27441.22
BATCH-00866,ARV-001,2026-01-08,2028-01-08,2026-02-02,16,Uganda,Air,"Strides, Bangalore, India.",111348,6953.0,30711.92
BATCH-00867,ARV-001,2025-10-22,2027-10-22,2025-12-02,18,Uganda,Air,"Strides, Bangalore, India.",13373,816.0,7964.24
BATCH-00868,ARV-004,2025-06-11,2027-06-11,2025-07-14,19,Rwanda,Air,Mylan (formerly Matrix) Nashik,34464,2768.0,29603.24
BATCH-00869,HRDT-002,2025-10-06,2027-10-06,2025-10-31,12,Sudan,Air,"Trinity Biotech, Plc",58,19.0,594.51
BATCH-00870,HRDT-006,2025-10-21,2027-10-21,2025-11-09,5,Ethiopia,Air,"KHB Test Kit Facility, Shanghai China",1362,970.0,8851.4
BATCH-00871,ARV-006,2025-07-12,2027-07-12,2025-08-29,41,South Africa,Ocean,"Aurobindo Unit III, India",75000,2915.0,6012.42
BATCH-00872,HRDT-001,2026-01-09,2028-01-09,2026-03-08,8,Dominican Republic,Air,"Alere Medical Co., Ltd.",2400,978.0,10159.15
BATCH-00873,HRDT-007,2025-02-09,2027-02-09,2025-02-23,6,Haiti,Air,Inverness Japan,300,24.0,240.0
BATCH-00874,HRDT-022,2025-08-19,2027-08-19,2025-09-21,7,Sudan,Air,"Standard Diagnostics, Korea",13,1.0,137.5
BATCH-00875,ARV-004,2025-01-23,2027-01-23,2025-03-23,16,Tanzania,Air,"Aurobindo Unit III, India",9476,1008.0,4207.4
BATCH-00876,ARV-004,2025-05-24,2027-05-24,2025-07-30,8,Nigeria,Air Charter,Hetero Unit III Hyderabad IN,1227,107.0,9736.1
BATCH-00877,HRDT-001,2026-01-06,2028-01-06,2026-03-12,14,Haiti,Air,"Alere Medical Co., Ltd.",4000,1623.0,15230.88
BATCH-00878,ARV-008,2025-06-23,2027-06-23,2025-07-22,17,Vietnam,Air,Mylan (formerly Matrix) Nashik,100,2128.0,7784.92
BATCH-00879,ARV-002,2025-05-30,2027-05-30,2025-08-11,14,Tanzania,Air,"Aurobindo Unit III, India",28663,3380.0,17603.58
BATCH-00880,HRDT-001,2025-12-05,2027-12-05,2026-01-29,15,South Sudan,Air,"Alere Medical Co., Ltd.",90,39.0,1434.98
BATCH-00881,ARV-003,2026-03-25,2028-03-24,2026-04-14,6,Tanzania,Air,Mylan (formerly Matrix) Nashik,31153,1739.0,10506.44
BATCH-00882,ARV-001,2026-02-22,2028-02-22,2026-04-11,19,Vietnam,Air,"Micro labs, Verna, Goa, India",21000,3244.0,6195.84
BATCH-00883,HRDT-001,2025-05-05,2027-05-05,2025-07-11,12,Kenya,Air,Inverness Japan,3750,1065.0,10075.76
BATCH-00884,ARV-003,2025-11-16,2027-11-16,2025-12-22,10,Zimbabwe,Truck,"Cipla, Goa, India",15120,5754.0,10075.8
BATCH-00885,ARV-001,2025-11-25,2027-11-25,2026-01-05,26,Guyana,Truck,"Strides, Bangalore, India.",49,110.0,3178.0
BATCH-00886,ARV-002,2025-06-21,2027-06-21,2025-08-30,17,South Africa,Air,"Aurobindo Unit III, India",26400,3113.0,5159.33
BATCH-00887,ARV-021,2025-05-17,2027-05-17,2025-07-18,5,Côte d'Ivoire,Air,Roche Basel,1500,271.0,2527.94
BATCH-00888,ARV-006,2025-06-13,2027-06-13,2025-08-18,8,South Africa,Air,"Aurobindo Unit III, India",16999,912.0,1791.42
BATCH-00889,HRDT-001,2025-10-20,2027-10-20,2025-12-21,5,Tanzania,Air,"Alere Medical Co., Ltd.",2744,1303.0,22317.25
BATCH-00890,ARV-013,2025-08-17,2027-08-17,2025-10-18,9,Haiti,Air,"Aurobindo Unit III, India",3850,230.0,2936.8
BATCH-00891,ARV-016,2025-03-30,2027-03-30,2025-05-07,9,Zimbabwe,Truck,"Cipla, Goa, India",8000,8855.0,29883.7
BATCH-00892,ARV-010,2025-11-27,2027-11-27,2026-01-05,24,Zimbabwe,Truck,"Aurobindo Unit VII, IN",132320,12328.0,9405.81
BATCH-00893,ARV-002,2025-11-16,2027-11-16,2026-01-12,19,Zimbabwe,Truck,"Aurobindo Unit III, India",40520,20226.0,21173.75
BATCH-00894,ARV-007,2025-12-19,2027-12-19,2026-02-04,30,Mozambique,Truck,"Aurobindo Unit III, India",13100,5291.0,4044.33
BATCH-00895,ARV-021,2025-02-14,2027-02-14,2025-04-03,17,Côte d'Ivoire,Air,Roche Basel,977,490.0,1765.4
BATCH-00896,ARV-007,2025-10-04,2027-10-04,2025-12-05,21,Côte d'Ivoire,Truck,"Aurobindo Unit III, India",490,4359.0,12101.96
BATCH-00897,ARV-001,2025-04-08,2027-04-08,2025-06-23,19,Zambia,Truck,"Aurobindo Unit III, India",88000,7579.0,6759.28
BATCH-00898,HRDT-002,2025-03-14,2027-03-14,2025-04-08,5,Pakistan,Air,"Trinity Biotech, Plc",10,3.0,400.75
BATCH-00899,HRDT-003,2025-07-18,2027-07-18,2025-08-11,6,Côte d'Ivoire,Air,Inverness Japan,3000,679.0,11163.49
BATCH-00900,ARV-001,2025-03-04,2027-03-04,2025-05-03,15,Nigeria,Air,"Aurobindo Unit III, India",2003,181.0,18617.93
BATCH-00901,ARV-001,2026-01-31,2028-01-31,2026-02-10,5,Burundi,Air,"Strides, Bangalore, India.",5568,342.0,3325.77
BATCH-00902,HRDT-006,2026-01-22,2028-01-22,2026-03-04,5,Rwanda,Air,"KHB Test Kit Facility, Shanghai China",2988,1992.0,26266.34
BATCH-00903,ARV-002,2025-05-22,2027-05-22,2025-07-15,8,Côte d'Ivoire,Air,"Aurobindo Unit III, India",4319,409.0,1083.3
BATCH-00904,ARV-002,2025-11-15,2027-11-15,2025-12-31,11,Nigeria,Air Charter,"Aurobindo Unit III, India",49295,12032.0,29780.5
BATCH-00905,ARV-008,2025-06-05,2027-06-05,2025-07-13,12,Rwanda,Air,"Aurobindo Unit III, India",9270,1010.0,16847.52
BATCH-00906,ARV-003,2025-05-14,2027-05-14,2025-07-20,17,Vietnam,Air,"Aurobindo Unit III, India",12700,1572.0,13479.25
BATCH-00907,ARV-009,2025-02-26,2027-02-26,2025-04-03,11,Nigeria,Air,Gilead(Nycomed) Oranienburg DE,109,422.0,2812.3
BATCH-00908,ARV-015,2025-04-28,2027-04-28,2025-06-15,4,Nigeria,Air Charter,"Aspen-OSD, Port Elizabeth, SA",149824,13037.0,7445.8
BATCH-00909,HRDT-001,2025-04-29,2027-04-29,2025-06-09,11,Nigeria,Air,Inverness Japan,6393,1920.0,30697.91
BATCH-00910,HRDT-001,2026-03-18,2028-03-17,2026-03-30,6,Mozambique,Air,"Alere Medical Co., Ltd.",4708,1914.0,13489.96
BATCH-00911,HRDT-002,2025-10-15,2027-10-15,2025-12-06,18,Kenya,Air,"Trinity Biotech, Plc",20000,6568.0,41300.11
BATCH-00912,ARV-012,2025-02-08,2027-02-08,2025-02-26,11,Zimbabwe,Truck,"Cipla, Goa, India",125000,12779.0,41772.09
BATCH-00913,ARV-004,2026-01-16,2028-01-16,2026-03-29,16,Zambia,Truck,"Cipla, Goa, India",36852,3324.0,4266.62
BATCH-00914,ARV-007,2026-01-26,2028-01-26,2026-03-26,21,"Congo, DRC",Air,"Aurobindo Unit III, India",1000,204.0,3298.78
BATCH-00915,ARV-013,2025-05-25,2027-05-25,2025-07-04,15,Haiti,Air,"Aurobindo Unit III, India",108,1857.0,11091.78
BATCH-00916,ARV-005,2025-11-23,2027-11-23,2026-01-05,12,Tanzania,Air,ABBVIE Ludwigshafen Germany,407,68.0,1264.16
BATCH-00917,ARV-015,2026-01-10,2028-01-10,2026-03-10,20,Tanzania,Truck,"Aurobindo Unit III, India",20921,6692.0,6010.2
BATCH-00918,ARV-025,2025-03-08,2027-03-08,2025-04-14,18,Mozambique,Air,"MSD, Haarlem, NL",1428,2955.0,4551.52
BATCH-00919,ARV-005,2025-11-17,2027-11-17,2025-12-16,9,Zimbabwe,Air,ABBVIE (Abbott) Logis. UK,1500,1374.0,15504.4
BATCH-00920,ARV-008,2025-08-11,2027-08-11,2025-10-25,47,South Africa,Ocean,GSK Mississauga (Canada),20000,7664.0,8301.76
BATCH-00921,HRDT-002,2025-02-27,2027-02-27,2025-04-06,19,Guyana,Air,"Trinity Biotech, Plc",832,832.0,3740.04
BATCH-00922,ARV-011,2025-11-26,2027-11-26,2026-01-25,14,Uganda,Air,Hetero Unit III Hyderabad IN,35930,4811.0,2486.5
BATCH-00923,ARV-001,2025-06-24,2027-06-24,2025-07-21,17,Uganda,Truck,Mylan (formerly Matrix) Nashik,4200,238.0,2021.53
BATCH-00924,ARV-013,2025-06-09,2027-06-09,2025-08-05,7,Haiti,Air,"Strides, Bangalore, India.",7560,2027.0,19372.86
BATCH-00925,ARV-011,2026-02-25,2028-02-25,2026-03-30,9,Ghana,Air,Mylan (formerly Matrix) Nashik,38692,4707.0,32683.47
BATCH-00926,ARV-002,2025-01-19,2027-01-19,2025-03-16,21,Ethiopia,Air,"Aurobindo Unit III, India",1255,120.0,1318.0
BATCH-00927,ARV-010,2025-09-21,2027-09-21,2025-10-18,14,Swaziland,Air,Mylan (formerly Matrix) Nashik,17300,2036.0,15635.84
